seed,epoch,loss_A,loss_B,eval_set,A_EM,B_EM,A_PD,B_PD
1,151,0.0008,0.0013,7dig,0.0,0.0,41.5,41.3
1,156,0.0011,0.001,id,100.0,100.0,100.0,100.0
1,156,0.0011,0.001,5dig,80.1,89.2,96.4,98.0
1,156,0.0011,0.001,6dig,1.7,0.8,64.6,60.5
1,156,0.0011,0.001,7dig,0.0,0.0,41.1,42.8
1,161,0.0012,0.0184,id,100.0,100.0,100.0,100.0
1,161,0.0012,0.0184,5dig,83.9,83.1,97.1,97.0
1,161,0.0012,0.0184,6dig,1.4,3.7,60.1,73.0
1,161,0.0012,0.0184,7dig,0.0,0.0,40.9,47.6
1,166,0.0008,0.0008,id,100.0,100.0,100.0,100.0
1,166,0.0008,0.0008,5dig,91.0,93.1,98.4,98.8
1,166,0.0008,0.0008,6dig,5.1,6.4,67.7,71.1
1,166,0.0008,0.0008,7dig,0.0,0.0,42.2,47.6
1,171,0.0007,0.0009,id,100.0,100.0,100.0,100.0
1,171,0.0007,0.0009,5dig,78.1,73.3,96.1,94.9
1,171,0.0007,0.0009,6dig,2.8,0.0,69.2,54.6
1,171,0.0007,0.0009,7dig,0.0,0.0,43.6,44.4
1,176,0.0006,0.0012,id,100.0,100.0,100.0,100.0
1,176,0.0006,0.0012,5dig,89.1,71.8,98.0,94.8
1,176,0.0006,0.0012,6dig,1.9,0.3,63.9,62.6
1,176,0.0006,0.0012,7dig,0.0,0.0,42.3,49.1
1,181,0.0006,0.0008,id,100.0,100.0,100.0,100.0
1,181,0.0006,0.0008,5dig,85.9,53.6,97.5,91.0
1,181,0.0006,0.0008,6dig,5.7,0.0,75.7,53.3
1,181,0.0006,0.0008,7dig,0.0,0.0,44.9,42.0
1,186,0.0008,0.0005,id,100.0,100.0,100.0,100.0
1,186,0.0008,0.0005,5dig,74.2,86.8,95.3,97.6
1,186,0.0008,0.0005,6dig,0.8,1.2,60.8,66.2
1,186,0.0008,0.0005,7dig,0.0,0.0,41.3,47.9
1,191,0.001,0.0005,id,100.0,100.0,100.0,100.0
1,191,0.001,0.0005,5dig,81.8,97.0,96.7,99.5
1,191,0.001,0.0005,6dig,1.1,6.5,60.4,73.5
1,191,0.001,0.0005,7dig,0.0,0.0,40.5,51.4
1,196,0.0005,0.001,id,100.0,100.0,100.0,100.0
1,196,0.0005,0.001,5dig,92.4,97.9,98.7,99.6
1,196,0.0005,0.001,6dig,6.3,14.2,71.5,78.0
1,196,0.0005,0.001,7dig,0.0,0.0,43.0,50.3
1,201,0.0005,0.001,id,100.0,100.0,100.0,100.0
1,201,0.0005,0.001,5dig,84.6,84.3,97.2,97.1
1,201,0.0005,0.001,6dig,0.6,0.3,59.6,56.8
1,201,0.0005,0.001,7dig,0.0,0.0,40.3,43.1
1,206,0.0005,0.0007,id,100.0,100.0,100.0,100.0
1,206,0.0005,0.0007,5dig,88.8,96.5,98.0,99.4
1,206,0.0005,0.0007,6dig,1.6,7.5,61.8,74.1
1,206,0.0005,0.0007,7dig,0.0,0.0,41.6,48.8
1,211,0.0005,0.0005,id,100.0,100.0,100.0,100.0
1,211,0.0005,0.0005,5dig,72.6,82.4,95.1,96.7
1,211,0.0005,0.0005,6dig,0.3,0.1,58.7,56.4
1,211,0.0005,0.0005,7dig,0.0,0.0,41.2,43.9
1,216,0.0006,0.0004,id,100.0,100.0,100.0,100.0
1,216,0.0006,0.0004,5dig,86.8,86.9,97.6,97.6
1,216,0.0006,0.0004,6dig,4.7,1.7,67.6,63.0
1,216,0.0006,0.0004,7dig,0.0,0.0,43.0,45.2
1,221,0.0007,0.0008,id,100.0,100.0,100.0,100.0
1,221,0.0007,0.0008,5dig,88.6,94.7,98.0,99.0
1,221,0.0007,0.0008,6dig,2.9,6.0,60.1,72.1
1,221,0.0007,0.0008,7dig,0.0,0.0,41.2,47.4
1,226,0.0004,0.0006,id,100.0,99.2,100.0,99.8
1,226,0.0004,0.0006,5dig,90.5,97.8,98.3,99.6
1,226,0.0004,0.0006,6dig,3.4,20.8,65.1,80.9
1,226,0.0004,0.0006,7dig,0.0,0.0,42.0,48.7
1,231,0.0004,0.0007,id,100.0,100.0,100.0,100.0
1,231,0.0004,0.0007,5dig,82.0,89.0,96.8,98.0
1,231,0.0004,0.0007,6dig,1.5,0.5,63.6,57.6
1,231,0.0004,0.0007,7dig,0.0,0.0,41.9,44.1
1,236,0.0005,0.0005,id,100.0,100.0,100.0,100.0
1,236,0.0005,0.0005,5dig,90.2,94.0,98.2,98.9
1,236,0.0005,0.0005,6dig,3.5,11.9,63.5,75.7
1,236,0.0005,0.0005,7dig,0.0,0.0,41.8,49.8
1,241,0.0014,0.0006,id,100.0,100.0,100.0,100.0
1,241,0.0014,0.0006,5dig,98.1,95.5,99.7,99.2
1,241,0.0014,0.0006,6dig,22.3,4.7,78.9,68.5
1,241,0.0014,0.0006,7dig,0.0,0.0,43.7,46.5
1,246,0.0005,0.0003,id,100.0,100.0,100.0,100.0
1,246,0.0005,0.0003,5dig,92.1,96.8,98.6,99.4
1,246,0.0005,0.0003,6dig,2.9,7.0,62.5,73.7
1,246,0.0005,0.0003,7dig,0.0,0.0,40.3,47.4
1,251,0.0005,0.0006,id,100.0,100.0,100.0,100.0
1,251,0.0005,0.0006,5dig,84.0,71.4,97.2,94.8
1,251,0.0005,0.0006,6dig,6.5,0.1,69.8,57.5
1,251,0.0005,0.0006,7dig,0.0,0.0,41.6,44.0
1,256,0.0004,0.0006,id,100.0,100.0,100.0,100.0
1,256,0.0004,0.0006,5dig,94.7,91.2,99.0,98.4
1,256,0.0004,0.0006,6dig,12.7,1.8,75.0,61.6
1,256,0.0004,0.0006,7dig,0.0,0.0,43.6,45.5
1,261,0.0004,0.0006,id,100.0,99.8,100.0,100.0
1,261,0.0004,0.0006,5dig,80.2,96.1,96.4,99.3
1,261,0.0004,0.0006,6dig,1.3,7.6,61.9,76.0
1,261,0.0004,0.0006,7dig,0.0,0.0,42.2,49.7
1,266,0.0004,0.0004,id,100.0,100.0,100.0,100.0
1,266,0.0004,0.0004,5dig,86.5,88.9,97.6,98.0
1,266,0.0004,0.0004,6dig,2.3,0.9,64.8,59.6
1,266,0.0004,0.0004,7dig,0.0,0.0,41.9,44.6
1,271,0.0006,0.0008,id,100.0,100.0,100.0,100.0
1,271,0.0006,0.0008,5dig,85.6,86.6,97.3,97.6
1,271,0.0006,0.0008,6dig,3.7,1.1,63.6,58.2
1,271,0.0006,0.0008,7dig,0.0,0.0,40.6,44.1
1,276,0.0004,0.0006,id,100.0,100.0,100.0,100.0
1,276,0.0004,0.0006,5dig,83.9,95.4,97.1,99.2
1,276,0.0004,0.0006,6dig,1.5,2.5,59.5,66.9
1,276,0.0004,0.0006,7dig,0.0,0.0,40.7,47.4
1,281,0.0008,0.0003,id,100.0,100.0,100.0,100.0
1,281,0.0008,0.0003,5dig,85.9,98.1,97.5,99.7
1,281,0.0008,0.0003,6dig,4.3,2.9,70.4,67.9
1,281,0.0008,0.0003,7dig,0.0,0.0,41.2,45.6
1,286,0.0006,0.0004,id,100.0,100.0,100.0,100.0
1,286,0.0006,0.0004,5dig,64.2,87.3,93.4,97.7
1,286,0.0006,0.0004,6dig,1.2,0.1,58.3,63.9
1,286,0.0006,0.0004,7dig,0.0,0.0,39.8,44.3
1,291,0.0005,0.0003,id,100.0,100.0,100.0,100.0
1,291,0.0005,0.0003,5dig,86.3,78.7,97.6,96.0
1,291,0.0005,0.0003,6dig,2.8,0.0,64.4,52.1
1,291,0.0005,0.0003,7dig,0.0,0.0,41.8,44.5
1,296,0.0004,0.0005,id,100.0,100.0,100.0,100.0
1,296,0.0004,0.0005,5dig,71.8,74.5,94.9,95.1
1,296,0.0004,0.0005,6dig,1.5,0.2,65.8,55.9
1,296,0.0004,0.0005,7dig,0.0,0.0,41.9,44.3
1,300,0.0004,0.0008,id,100.0,100.0,100.0,100.0
1,300,0.0004,0.0008,5dig,78.6,88.4,96.2,97.9
1,300,0.0004,0.0008,6dig,1.5,1.0,64.4,60.6
1,300,0.0004,0.0008,7dig,0.0,0.0,42.1,44.7
2,1,2.2714,1.3852,id,0.0,0.1,0.0,20.9
2,1,2.2714,1.3852,5dig,0.0,0.0,0.0,20.0
2,1,2.2714,1.3852,6dig,0.0,0.0,0.0,18.4
2,1,2.2714,1.3852,7dig,0.0,0.0,0.0,17.4
2,6,0.7431,0.4079,id,0.3,3.5,32.8,59.2
2,6,0.7431,0.4079,5dig,0.0,0.4,30.0,50.6
2,6,0.7431,0.4079,6dig,0.0,0.0,26.5,43.5
2,6,0.7431,0.4079,7dig,0.0,0.0,23.9,39.2
2,11,0.358,0.1858,id,80.3,33.2,95.4,81.6
2,11,0.358,0.1858,5dig,2.9,7.7,66.2,69.6
2,11,0.358,0.1858,6dig,0.0,1.6,47.8,61.1
2,11,0.358,0.1858,7dig,0.0,0.2,38.8,53.4
2,16,0.1001,0.075,id,98.6,81.1,99.7,95.8
2,16,0.1001,0.075,5dig,52.0,9.7,90.0,77.9
2,16,0.1001,0.075,6dig,0.0,0.6,57.5,63.6
2,16,0.1001,0.075,7dig,0.0,0.0,46.5,54.6
2,21,0.0461,0.0373,id,99.8,98.1,100.0,99.6
2,21,0.0461,0.0373,5dig,53.1,15.8,90.4,81.4
2,21,0.0461,0.0373,6dig,0.1,0.3,56.0,59.6
2,21,0.0461,0.0373,7dig,0.0,0.0,47.0,50.9
2,26,0.0278,0.0212,id,99.8,98.7,100.0,99.7
2,26,0.0278,0.0212,5dig,61.5,10.4,92.4,77.2
2,26,0.0278,0.0212,6dig,0.1,0.1,56.6,56.4
2,26,0.0278,0.0212,7dig,0.0,0.0,46.9,48.7
2,31,0.0193,0.0142,id,100.0,99.3,100.0,99.8
2,31,0.0193,0.0142,5dig,74.5,28.5,95.2,84.6
2,31,0.0193,0.0142,6dig,0.3,0.1,59.8,56.2
2,31,0.0193,0.0142,7dig,0.0,0.0,48.5,48.0
2,36,0.0143,0.0107,id,100.0,99.7,100.0,99.9
2,36,0.0143,0.0107,5dig,82.4,34.6,96.8,85.8
2,36,0.0143,0.0107,6dig,0.9,0.1,63.9,56.0
2,36,0.0143,0.0107,7dig,0.0,0.0,49.9,47.7
2,41,0.0115,0.0084,id,100.0,99.7,100.0,99.9
2,41,0.0115,0.0084,5dig,82.6,33.8,96.8,85.9
2,41,0.0115,0.0084,6dig,1.8,0.1,66.8,54.1
2,41,0.0115,0.0084,7dig,0.0,0.0,49.2,46.6
2,46,0.0096,0.0069,id,100.0,99.4,100.0,99.9
2,46,0.0096,0.0069,5dig,75.5,20.6,95.5,79.5
2,46,0.0096,0.0069,6dig,0.2,0.0,60.4,53.1
2,46,0.0096,0.0069,7dig,0.0,0.0,50.0,46.0
2,51,0.0079,0.0056,id,100.0,99.8,100.0,100.0
2,51,0.0079,0.0056,5dig,84.1,40.8,97.1,86.9
2,51,0.0079,0.0056,6dig,1.8,0.0,65.9,53.9
2,51,0.0079,0.0056,7dig,0.0,0.0,49.7,46.3
2,56,0.0069,0.0053,id,100.0,99.8,100.0,100.0
2,56,0.0069,0.0053,5dig,84.9,65.6,97.3,93.6
2,56,0.0069,0.0053,6dig,2.8,0.0,67.9,56.1
2,56,0.0069,0.0053,7dig,0.0,0.0,49.4,46.5
2,61,0.0096,0.0037,id,100.0,100.0,100.0,100.0
2,61,0.0096,0.0037,5dig,84.2,21.2,97.1,81.1
2,61,0.0096,0.0037,6dig,2.7,0.0,68.7,51.4
2,61,0.0096,0.0037,7dig,0.0,0.0,49.5,44.4
2,66,0.0046,0.0033,id,100.0,99.9,100.0,100.0
2,66,0.0046,0.0033,5dig,80.6,66.0,96.4,93.7
2,66,0.0046,0.0033,6dig,0.6,0.1,62.6,55.4
2,66,0.0046,0.0033,7dig,0.0,0.0,50.4,46.0
2,71,0.0042,0.0034,id,100.0,100.0,100.0,100.0
2,71,0.0042,0.0034,5dig,97.0,70.1,99.5,94.5
2,71,0.0042,0.0034,6dig,16.8,0.2,79.5,57.0
2,71,0.0042,0.0034,7dig,0.0,0.0,52.7,46.1
2,76,0.0037,0.0027,id,100.0,100.0,100.0,100.0
2,76,0.0037,0.0027,5dig,84.1,59.7,97.1,92.4
2,76,0.0037,0.0027,6dig,2.4,0.1,68.1,55.0
2,76,0.0037,0.0027,7dig,0.0,0.0,50.6,45.4
2,81,0.0033,0.002,id,100.0,100.0,100.0,100.0
2,81,0.0033,0.002,5dig,93.9,30.4,98.9,84.4
2,81,0.0033,0.002,6dig,12.0,0.0,77.8,50.9
2,81,0.0033,0.002,7dig,0.0,0.0,52.2,43.8
2,86,0.0033,0.0021,id,100.0,100.0,100.0,100.0
2,86,0.0033,0.0021,5dig,93.0,38.6,98.7,86.8
2,86,0.0033,0.0021,6dig,8.1,0.0,75.8,50.8
2,86,0.0033,0.0021,7dig,0.0,0.0,50.9,43.8
2,91,0.0025,0.0026,id,100.0,100.0,100.0,100.0
2,91,0.0025,0.0026,5dig,90.9,52.7,98.4,90.7
2,91,0.0025,0.0026,6dig,6.7,0.1,75.2,53.4
2,91,0.0025,0.0026,7dig,0.0,0.0,50.5,44.3
2,96,0.0025,0.0016,id,100.0,99.7,100.0,99.9
2,96,0.0025,0.0016,5dig,92.7,45.9,98.7,88.5
2,96,0.0025,0.0016,6dig,17.0,0.0,80.7,51.6
2,96,0.0025,0.0016,7dig,0.0,0.0,52.1,43.5
2,101,0.0025,0.0015,id,100.0,100.0,100.0,100.0
2,101,0.0025,0.0015,5dig,96.7,29.2,99.4,82.5
2,101,0.0025,0.0015,6dig,17.8,0.0,81.5,50.3
2,101,0.0025,0.0015,7dig,0.0,0.0,53.2,43.2
2,106,0.0026,0.0018,id,100.0,100.0,100.0,100.0
2,106,0.0026,0.0018,5dig,93.2,82.1,98.8,96.7
2,106,0.0026,0.0018,6dig,9.6,0.2,77.2,56.8
2,106,0.0026,0.0018,7dig,0.0,0.0,50.9,44.9
2,111,0.0023,0.0015,id,100.0,100.0,100.0,100.0
2,111,0.0023,0.0015,5dig,85.7,46.0,97.4,88.7
2,111,0.0023,0.0015,6dig,1.4,0.0,65.8,50.2
2,111,0.0023,0.0015,7dig,0.0,0.0,48.4,42.7
2,116,0.0022,0.0014,id,100.0,100.0,100.0,100.0
2,116,0.0022,0.0014,5dig,90.1,43.6,98.2,88.3
2,116,0.0022,0.0014,6dig,2.6,0.0,67.4,50.6
2,116,0.0022,0.0014,7dig,0.0,0.0,48.8,42.9
2,121,0.002,0.0011,id,100.0,100.0,100.0,100.0
2,121,0.002,0.0011,5dig,83.4,47.0,97.0,89.3
2,121,0.002,0.0011,6dig,2.7,0.0,67.4,50.4
2,121,0.002,0.0011,7dig,0.0,0.0,49.6,42.6
2,126,0.0017,0.001,id,100.0,99.9,100.0,100.0
2,126,0.0017,0.001,5dig,92.2,46.2,98.6,89.0
2,126,0.0017,0.001,6dig,10.9,0.0,78.7,49.4
2,126,0.0017,0.001,7dig,0.0,0.0,50.3,42.4
2,131,0.0014,0.0009,id,100.0,100.0,100.0,100.0
2,131,0.0014,0.0009,5dig,90.9,76.5,98.4,95.6
2,131,0.0014,0.0009,6dig,2.0,0.1,67.0,53.5
2,131,0.0014,0.0009,7dig,0.0,0.0,50.0,43.6
2,136,0.0014,0.0009,id,100.0,100.0,100.0,100.0
2,136,0.0014,0.0009,5dig,88.3,69.0,97.9,94.3
2,136,0.0014,0.0009,6dig,2.4,0.0,71.4,52.3
2,136,0.0014,0.0009,7dig,0.0,0.0,49.3,43.7
2,141,0.0013,0.0014,id,100.0,100.0,100.0,100.0
2,141,0.0013,0.0014,5dig,92.0,58.4,98.6,91.8
2,141,0.0013,0.0014,6dig,4.9,0.0,71.4,51.3
2,141,0.0013,0.0014,7dig,0.0,0.0,50.5,43.7
2,146,0.0012,0.0008,id,100.0,100.0,100.0,100.0
2,146,0.0012,0.0008,5dig,92.5,52.3,98.7,90.0
2,146,0.0012,0.0008,6dig,10.4,0.0,78.9,49.5
2,146,0.0012,0.0008,7dig,0.0,0.0,51.4,42.6
2,151,0.0012,0.0021,id,100.0,100.0,100.0,100.0
2,151,0.0012,0.0021,5dig,90.4,32.3,98.3,84.4
2,151,0.0012,0.0021,6dig,5.7,0.0,76.1,49.2
2,151,0.0012,0.0021,7dig,0.0,0.0,50.8,42.3
2,156,0.0012,0.0014,id,100.0,100.0,100.0,100.0
2,156,0.0012,0.0014,5dig,95.7,60.8,99.2,92.8
2,156,0.0012,0.0014,6dig,9.3,0.1,74.5,52.7
2,156,0.0012,0.0014,7dig,0.0,0.0,49.4,42.0
2,161,0.0012,0.0131,id,100.0,99.9,100.0,100.0
2,161,0.0012,0.0131,5dig,66.4,39.9,93.7,86.2
2,161,0.0012,0.0131,6dig,0.3,0.0,58.0,49.6
2,161,0.0012,0.0131,7dig,0.0,0.0,47.1,43.6
2,166,0.0011,0.0006,id,100.0,100.0,100.0,100.0
2,166,0.0011,0.0006,5dig,82.5,81.1,96.8,96.4
2,166,0.0011,0.0006,6dig,1.5,0.2,61.5,55.5
2,166,0.0011,0.0006,7dig,0.0,0.0,47.7,44.0
2,171,0.0013,0.0005,id,100.0,100.0,100.0,100.0
2,171,0.0013,0.0005,5dig,88.6,39.6,98.0,88.1
2,171,0.0013,0.0005,6dig,1.2,0.0,66.0,49.2
2,171,0.0013,0.0005,7dig,0.0,0.0,46.9,42.6
2,176,0.001,0.0004,id,100.0,100.0,100.0,100.0
2,176,0.001,0.0004,5dig,93.8,50.9,98.9,90.0
2,176,0.001,0.0004,6dig,12.0,0.0,80.1,48.9
2,176,0.001,0.0004,7dig,0.0,0.0,52.7,42.6
2,181,0.0008,0.0007,id,100.0,100.0,100.0,100.0
2,181,0.0008,0.0007,5dig,91.2,41.0,98.4,86.1
2,181,0.0008,0.0007,6dig,3.8,0.0,72.8,48.4
2,181,0.0008,0.0007,7dig,0.0,0.0,49.8,42.4
2,186,0.0008,0.0006,id,100.0,100.0,100.0,100.0
2,186,0.0008,0.0006,5dig,89.6,52.8,98.2,90.9
2,186,0.0008,0.0006,6dig,7.5,0.0,76.6,49.0
2,186,0.0008,0.0006,7dig,0.0,0.0,50.6,42.5
2,191,0.0009,0.0007,id,100.0,100.0,100.0,100.0
2,191,0.0009,0.0007,5dig,95.7,57.8,99.2,91.4
2,191,0.0009,0.0007,6dig,12.5,0.0,75.6,50.6
2,191,0.0009,0.0007,7dig,0.0,0.0,50.6,43.6
2,196,0.0009,0.0006,id,100.0,100.0,100.0,100.0
2,196,0.0009,0.0006,5dig,66.5,51.0,93.8,90.5
2,196,0.0009,0.0006,6dig,0.3,0.0,56.5,47.8
2,196,0.0009,0.0006,7dig,0.0,0.0,46.4,42.0
2,201,0.001,0.001,id,100.0,99.8,100.0,100.0
2,201,0.001,0.001,5dig,99.1,41.7,99.8,86.8
2,201,0.001,0.001,6dig,54.3,0.0,91.8,47.4
2,201,0.001,0.001,7dig,0.1,0.0,54.5,41.8
2,206,0.0009,0.0004,id,100.0,100.0,100.0,100.0
2,206,0.0009,0.0004,5dig,91.0,91.6,98.4,98.5
2,206,0.0009,0.0004,6dig,10.7,0.8,79.0,59.5
2,206,0.0009,0.0004,7dig,0.0,0.0,51.0,45.2
2,211,0.0007,0.0004,id,100.0,100.0,100.0,100.0
2,211,0.0007,0.0004,5dig,95.6,74.2,99.2,95.1
2,211,0.0007,0.0004,6dig,5.1,0.0,68.3,49.9
2,211,0.0007,0.0004,7dig,0.0,0.0,46.7,42.9
2,216,0.0006,0.0002,id,100.0,100.0,100.0,100.0
2,216,0.0006,0.0002,5dig,87.4,55.4,97.8,90.8
2,216,0.0006,0.0002,6dig,4.9,0.0,71.4,47.7
2,216,0.0006,0.0002,7dig,0.0,0.0,49.0,42.3
2,221,0.0006,0.0005,id,100.0,100.0,100.0,100.0
2,221,0.0006,0.0005,5dig,87.5,86.3,97.7,97.5
2,221,0.0006,0.0005,6dig,0.3,0.1,57.3,56.0
2,221,0.0006,0.0005,7dig,0.0,0.0,44.3,42.5
2,226,0.0006,0.0003,id,100.0,100.0,100.0,100.0
2,226,0.0006,0.0003,5dig,89.3,80.0,98.1,96.3
2,226,0.0006,0.0003,6dig,1.9,0.0,66.1,50.6
2,226,0.0006,0.0003,7dig,0.0,0.0,48.3,42.9
2,231,0.0006,0.0007,id,100.0,100.0,100.0,100.0
2,231,0.0006,0.0007,5dig,67.8,83.6,94.2,96.8
2,231,0.0006,0.0007,6dig,0.8,0.2,61.9,51.8
2,231,0.0006,0.0007,7dig,0.0,0.0,46.5,43.3
2,236,0.0005,0.0224,id,100.0,100.0,100.0,100.0
2,236,0.0005,0.0224,5dig,81.2,63.3,96.7,92.8
2,236,0.0005,0.0224,6dig,1.1,0.0,64.9,49.6
2,236,0.0005,0.0224,7dig,0.0,0.0,47.4,43.2
2,241,0.0005,0.0004,id,100.0,100.0,100.0,100.0
2,241,0.0005,0.0004,5dig,73.7,96.2,95.2,99.3
2,241,0.0005,0.0004,6dig,0.5,1.6,61.7,59.3
2,241,0.0005,0.0004,7dig,0.0,0.0,49.1,45.3
2,246,0.0006,0.0005,id,100.0,100.0,100.0,100.0
2,246,0.0006,0.0005,5dig,94.0,65.4,98.9,93.7
2,246,0.0006,0.0005,6dig,10.8,0.1,76.9,52.7
2,246,0.0006,0.0005,7dig,0.0,0.0,49.9,44.9
2,251,0.0005,0.0004,id,100.0,100.0,100.0,100.0
2,251,0.0005,0.0004,5dig,89.5,60.0,98.1,91.4
2,251,0.0005,0.0004,6dig,1.9,0.0,66.1,47.9
2,251,0.0005,0.0004,7dig,0.0,0.0,44.6,42.4
2,256,0.0008,0.0003,id,100.0,100.0,100.0,100.0
2,256,0.0008,0.0003,5dig,63.9,63.8,93.6,93.4
2,256,0.0008,0.0003,6dig,1.3,0.1,69.3,50.2
2,256,0.0008,0.0003,7dig,0.0,0.0,47.9,43.0
2,261,0.0005,0.0003,id,100.0,100.0,100.0,100.0
2,261,0.0005,0.0003,5dig,58.3,73.0,92.5,94.7
2,261,0.0005,0.0003,6dig,0.3,0.0,58.0,48.8
2,261,0.0005,0.0003,7dig,0.0,0.0,45.0,43.3
2,266,0.0011,0.0003,id,100.0,100.0,100.0,100.0
2,266,0.0011,0.0003,5dig,60.9,52.9,93.0,90.9
2,266,0.0011,0.0003,6dig,1.2,0.0,68.1,48.0
2,266,0.0011,0.0003,7dig,0.0,0.0,47.0,43.1
2,271,0.0006,0.0003,id,100.0,100.0,100.0,100.0
2,271,0.0006,0.0003,5dig,81.6,43.8,96.7,88.6
2,271,0.0006,0.0003,6dig,3.7,0.0,73.2,47.6
2,271,0.0006,0.0003,7dig,0.0,0.0,49.8,43.0
2,276,0.0005,0.0002,id,100.0,100.0,100.0,100.0
2,276,0.0005,0.0002,5dig,89.2,65.2,98.0,93.6
2,276,0.0005,0.0002,6dig,1.9,0.0,64.2,51.3
2,276,0.0005,0.0002,7dig,0.0,0.0,47.1,43.7
2,281,0.0005,0.0003,id,100.0,100.0,100.0,100.0
2,281,0.0005,0.0003,5dig,76.6,84.7,95.8,97.2
2,281,0.0005,0.0003,6dig,4.6,0.1,71.8,54.9
2,281,0.0005,0.0003,7dig,0.0,0.0,44.3,43.9
2,286,0.001,0.0002,id,100.0,100.0,100.0,100.0
2,286,0.001,0.0002,5dig,92.4,53.1,98.7,91.0
2,286,0.001,0.0002,6dig,9.3,0.0,72.7,49.6
2,286,0.001,0.0002,7dig,0.0,0.0,49.5,44.2
2,291,0.0005,0.0002,id,100.0,100.0,100.0,100.0
2,291,0.0005,0.0002,5dig,93.2,52.1,98.8,90.3
2,291,0.0005,0.0002,6dig,4.6,0.0,70.6,48.9
2,291,0.0005,0.0002,7dig,0.0,0.0,48.7,43.8
2,296,0.001,0.0005,id,100.0,100.0,100.0,100.0
2,296,0.001,0.0005,5dig,86.1,65.5,97.5,92.7
2,296,0.001,0.0005,6dig,0.5,0.1,60.6,50.6
2,296,0.001,0.0005,7dig,0.0,0.0,44.0,44.1
2,300,0.0003,0.0003,id,100.0,100.0,100.0,100.0
2,300,0.0003,0.0003,5dig,96.9,46.0,99.5,88.3
2,300,0.0003,0.0003,6dig,3.3,0.0,67.8,47.7
2,300,0.0003,0.0003,7dig,0.0,0.0,46.7,43.0
